firstname,lastname,gender
Xaviera,Adzaho,0
Nathanael,Agbobli,1
Elise,Dzokoto,0
Jeanne,Atsu,0
Ursule,Diawara,0
Elise,Ayigbe,0
Ximena,Togbe,0
Serge,Awuku,1
Benoit,Takyi,1
Quintine,Agbozo,0
Gifty,Avoseh,0
Yvette,Anani,0
Kouadio,Anani,1
Akakpo,Agbobli,1
Amenyo,Moussa,0
Mawuli,Agbobli,1
Afi,Attipoe,0
Innocent,Ayite,1
Wenceslas,Abliza,1
Sarah,Nayo,0
Noah,Akakpo,1
Anani,Akakpo,1
Boevi,Ahove,1
Julien,Nyavor,1
Sophia,Anani,0
Karine,Adzaho,0
Marcel,Adzaho,1
Kofi,Bakari,1
Zara,Avoseh,0
Boevi,Agbobli,1
Benoit,Ahove,1
Isidore,Amekudzi,1
Komi,Asamoah,1
Charles,Atsu,1
Mawusi,Mensah,0
Danielle,Gbikpi,0
Quentin,Azamati,1
Essonani,Ayigbe,1
Kodjovi,Akoto,1
Odette,Avoseh,0
Queen,Koffi,0
Etienne,Koffi,1
Mazamesso,Asamoah,1
Kossi,Obodai,1
Therese,Abliza,0
Sylvain,Akakpo,1
Tina,Gbikpi,0
François,Soglo,1
Kodjo,Tetteh,1
Gaston,Azamati,1
Yao,Akakpo,1
Valerie,Akakpo,0
Téléky,Soglo,1
Kodjovi,Diabre,1
Awura,Ayigbe,0
Adwoa,Morquette,0
Zara,Ayigbe,0
Helena,Gbedemah,0
Serge,Nyavor,1
Quintine,Akakpo,0
Nadine,Ayite,0
Fiifi,Ayigbe,1
Vera,Diabre,0
Louis,Foli,1
Raoul,Bangoura,1
Valerie,Nayo,0
Xaviera,Ayigbe,0
Yawa,Soglo,1
Awura,Amegashie,0
Clement,Mensah,1
Xenia,Bakari,0
Médar,Attipoe,1
Mireille,Dogbe,0
Benoit,Akakpo,1
Luc,Ahove,1
Yvette,Akakpo-Doe,0
Julien,Amegashie,1
Kafui,Amevor,0
Ekoue,Ayite,1
Odile,Attipoe,0
Ophelie,Akoto,0
Azhar,Nkrumah,1
Quintine,Amekudzi,0
Olympe,Tetteh,0
Serge,Ahove,1
Tina,Nayo,0
Odon,Gnama,1
Gaston,Moussa,1
Komi,Agbeko,1
Ximena,Agbobli,0
Yawa,Ocloo,1
Noah,Mensah,1
Odile,Djondo,0
Efua,Amekudzi,0
Laurent,Djondo,1
Yves,Hounnou,1
Jeanne,Amekudzi,0
Boevi,Gbikpi,1
Samira,Moussa,0
François,Alassani,1
Nathanael,Nkrumah,1
Philippe,Agbobli,1
Amenyo,Diawara,0
Fiosron,Obodai,0
Yawa,Nyaku,1
Zoe,Attipoe,0
Ilétou,Abliza,0
Dodji,Amevor,1
Kossi,Asamoah,1
Médar,Amekudzi,1
Ekoue,Gnama,1
Valerie,Dogbe,0
Nana,Amegashie,0
Etienne,Ofori,1
Zoe,Diawara,0
Bernard,Nyavor,1
Boevi,Soglo,1
Aurelie,Dossou,0
Abena,Soglo,0
Efua,Tetteh,0
Mireille,Ayite,0
Fatoumata,Bakari,0
Zelda,Amevor,0
Lydia,Moussa,0
Ditoma,Anani,1
Romain,Sokpor,1
Katherine,Agbeko,0
Odile,Gnama,0
Caleb,Diabre,1
IDRISSOU,Takyi,1
Pierrette,Amekudzi,0
Xaviera,Attipoe,0
Kwadwo,Avoseh,1
IDRISSOU,Djondo,1
Azhar,Dossou,1
IDRISSOU,Amegashie,1
Téléky,Abliza,1
Thierry,Akakpo,1
Dodji,Dzokoto,1
Akowé,Ayite,1
Kodjovi,Ayite,1
Alain,Dzokoto,1
Koku,Hounnou,1
Dzidzor,Tetteh,0
Jean,Bangoura,1
Yves,Gnama,1
Jacqueline,Nayo,0
Kokou,Agbodeka,1
Adeline,Moussa,0
Kodjovi,Amegashie,1
Kouadio,Agbozo,1
Koffi,Nyaku,1
Thibault,Ayigbe,1
Estelle,Agbeko,0
Raymond,Morquette,1
Mansan,Dogbe,0
Laurent,Mensah,1
Koku,Asamoah,1
Azhar,Bakari,1
Atsuko,Asamoah,0
Ama,Akakpo-Doe,0
Ekoue,Dossou,1
Folly,Hounnou,1
Méyébinesso,Dogbe,1
Brigitte,Tetteh,0
Isidore,Gnama,1
Wendie,Takyi,0
Ophelie,Togbe,0
Anani,Morquette,1
Jacques,Obodai,1
Queen,Bakari,0
Laure,Bakari,0
Amouzou,Bakari,1
Ximena,Bakari,0
Rosalie,Abliza,0
Jacques,Dzokoto,1
Isidore,Hounnou,1
Kokouga,Awuku,1
Koffi,Koffi,1
Adjoa,Diabre,0
Brigitte,Dossou,0
Kodjovi,Azamati,1
Koffi-Doe,Foli,1
Romain,Djondo,1
Marcel,Mensah,1
Luc,Anani,1
Therese,Hounnou,0
Kossi,Anani,1
Olivier,Koffi,1
Adeline,Amevor,0
Helene,Mensah,0
Ayouba,Agbozo,1
Xavier,Moussa,1
Florence,Gnama,0
Dodji,Nayo,1
Ekoue,Attipoe,1
Kwame,Diabre,1
Adjoua,Diawara,1
Samira,Agbozo,0
Lise,Akoto,0
Nicolas,Hounnou,1
Cecilia,Gbikpi,0
Ama,Dogbe,0
Tania,Gbikpi,0
Viviane,Togbe,0
Sophia,Amekudzi,0
Zinsou,Djondo,1
Odile,Gbedemah,0
Yves,Soglo,1
Zinsou,Awuku,1
Laure,Sokpor,0
Nadine,Ahove,0
Fiosron,Anani,0
Yvette,Takyi,0
Gbenga,Ocloo,1
Mazamesso,Dogbe,1
Kossiwa,Akoto,0
Denis,Dogbe,1
Mensah,Awuku,1
Cecilia,Avoseh,0
Raymond,Akakpo,1
Olympe,Amegashie,0
Anani,Ayigbe,1
Amouzou,Nayo,1
Sophie,Amekudzi,0
Vincent,Amegashie,1
Kossi,Alassani,1
Kofi,Ofori,1
Blandine,Nkrumah,0
Quintine,Mensah,0
Michel,Amekudzi,1
Akua,Diawara,0
Etienne,Dossou,1
Nathalie,Nyavor,0
Abdel-Aziz,Agbozo,1
Winnie,Agbobli,0
Akosua,Diabre,0
Etienne,Agbozo,1
Hugues,Akakpo-Doe,1
Laurent,Amekudzi,1
Xavier,Ofori,1
Yannick,Nyavor,1
Marie,Nyavor,0
Quentin,Gbikpi,1
Liliane,Dogbe,0
Blandine,Diawara,0
Komi,Djondo,1
Wendie,Amekudzi,0
Togbe,Nyaku,1
Romain,Diawara,1
Téléky,Dzokoto,1
Adeline,Gbikpi,0
Alain,Diawara,1
Irene,Nyaku,0
Rosalie,Akakpo-Doe,0
Abdel-Aziz,Amouzou,1
Mensah,Dzokoto,1
Yawa,Nayo,1
Mazamesso,Nyavor,1
Akua,Ahove,0
Nathalie,Togbe,0
Wendy,Diabre,0
Kossi,Agbozo,1
Adjoua,Bakari,1
Agbeko,Bangoura,1
Akakpo,Ocloo,1
Gildas,Alassani,1
Akossiwa,Nayo,0
Kossi,Diabre,1
Ophelie,Amekudzi,0
Simone,Dogbe,0
Fabrice,Dogbe,1
Zelda,Tetteh,0
Willy,Djondo,1
Atsuko,Moussa,0
Kwadwo,Nkrumah,1
Patience,Gbedemah,0
Hugues,Agbozo,1
Agbeko,Nyaku,1
Florence,Gbedemah,0
Wenceslas,Sokpor,1
Xaviera,Akakpo,0
Innocent,Morquette,1
Koffi-Doe,Djondo,1
Ximena,Soglo,0
Bernard,Awuku,1
Patrick,Agbozo,1
Fiosron,Attipoe,0
Zacharie,Dzokoto,1
François,Koffi,1
Dzidzor,Anani,0
Ezechiel,Tetteh,1
Jeanne,Azamati,0
Zoe,Bangoura,0
Wendy,Abliza,0
Hilaire,Nyavor,1
Diane,Ahove,0
Aline,Bangoura,0
Gbenga,Nyaku,1
Mazamesso,Akakpo,1
Mansan,Bangoura,0
Cecilia,Soglo,0
Laurent,Awuku,1
Zacharie,Dogbe,1
Komi,Awuku,1
Rebecca,Foli,0
Pascale,Azamati,0
Ophelie,Ocloo,0
Wendy,Nayo,0
Esso,Obodai,1
Ximena,Amekudzi,0
Catherine,Nayo,0
Therese,Ocloo,0
Edem,Amekudzi,1
Xavier,Amegashie,1
Koffi,Bakari,1
Folly,Asamoah,1
Liliane,Akoto,0
Zelda,Alassani,0
Nadine,Amekudzi,0
Tatiana,Diawara,0
Vincent,Ayigbe,1
Helene,Avoseh,0
Diane,Dzokoto,0
Nathalie,Akakpo-Doe,0
Koffi,Akoto,1
Quintine,Adzaho,0
Ekoue,Foli,1
Akowé,Bakari,1
Quentin,Amouzou,1
Essowaza,Amegashie,1
Grace,Anani,0
Zelda,Nyaku,0
Didi,Amekudzi,1
Yao,Dogbe,1
Mireille,Gnama,0
Afia,Abliza,0
Komivi,Djondo,1
Cecile,Nayo,0
Sarah,Agbobli,0
Ilétou,Agbeko,0
Hubert,Agbeko,1
Essowaza,Foli,1
Helena,Togbe,0
Rebecca,Agbeko,0
Boevi,Agbozo,1
Wendy,Anani,0
Danielle,Diawara,0
Ditoma,Moussa,1
Akua,Koffi,0
Michel,Akoto,1
Hubert,Attipoe,1
Caleb,Hounnou,1
Bassooma,Attipoe,1
Roxane,Dzokoto,0
Sophie,Gbedemah,0
Zinsou,Togbe,1
Fiosron,Takyi,0
Beatrice,Awuku,0
Grace,Asamoah,0
Essowaza,Nyavor,1
LARE,Amekudzi,1
Delphine,Dzokoto,0
Dzidzor,Attipoe,0
Violette,Hounnou,0
Agbeko,Ocloo,1
Simone,Nyaku,0
Jean,Amouzou,1
Vera,Nyavor,0
Lise,Agbozo,0
Bernard,Diabre,1
Nathalie,Atsu,0
Steven,Amevor,1
Kokouga,Foli,1
Mawusi,Hounnou,0
Fatoumata,Ocloo,0
Kafui,Amegashie,0
Thibault,Abliza,1
Remi,Morquette,1
Irene,Anani,0
Xaviera,Bangoura,0
Akua,Ocloo,0
Therese,Dossou,0
Kwame,Obodai,1
Louis,Akoto,1
Dodji,Akoto,1
Sabrina,Amevor,0
Roxane,Morquette,0
Irene,Amouzou,0
Etienne,Nyaku,1
Ophelie,Alassani,0
Sylvain,Nkrumah,1
Kofi,Diabre,1
Perrine,Gbedemah,0
Kokou,Anani,1
Sabrina,Akakpo,0
Xenia,Akakpo-Doe,0
Vincent,Mensah,1
Adwoa,Amegashie,0
Esso,Gnama,1
Mawusi,Akoto,0
Kodjo,Abliza,1
Diane,Diawara,0
Ilétou,Koffi,0
Patrick,Abliza,1
Delphine,Agbodeka,0
IDRISSOU,Atsu,1
Dodji,Amegashie,1
Ekoue,Ahove,1
Aline,Ofori,0
Kokou,Agbeko,1
Diane,Djondo,0
Fiosron,Diabre,0
Yvette,Agbobli,0
Kwesi,Togbe,1
Hubert,Amevor,1
Elise,Ofori,0
Kodjovi,Amevor,1
Diane,Bangoura,0
Akosua,Azamati,0
Kodjo,Agbodeka,1
Catherine,Dzokoto,0
Willy,Ayite,1
Gaston,Amouzou,1
Zoe,Awuku,0
Togbe,Attipoe,1
Folly,Mensah,1
Rosalie,Dzokoto,0
Sarah,Nkrumah,0
Genevieve,Djondo,0
Mazamesso,Diabre,1
Ursula,Morquette,0
Kwaku,Bangoura,1
Togbe,Nkrumah,1
Akosua,Koffi,0
Innocent,Agbodeka,1
Didi,Atsu,1
Zoe,Nayo,0
Beatrice,Moussa,0
François,Diawara,1
Akossiwa,Agbozo,0
Fabrice,Alassani,1
Samira,Bangoura,0
Kouadio,Azamati,1
Adjoa,Akakpo,0
Marie,Diawara,0
Winnie,Alassani,0
Ophelie,Ahove,0
Estelle,Akoto,0
Folly,Bangoura,1
Mensah,Sokpor,1
Kafui,Ayigbe,0
Yvette,Sokpor,0
Brigitte,Koffi,0
Ursula,Diabre,0
Mensah,Amouzou,1
Mawusi,Anani,0
Vincent,Nyaku,1
Patrick,Koffi,1
Sophia,Avoseh,0
Ama,Takyi,0
Beatrice,Attipoe,0
Delphine,Adzaho,0
Koffi,Dogbe,1
Vera,Atsu,0
Katia,Atsu,0
Edem,Djondo,1
Olympe,Azamati,0
Charles,Amekudzi,1
Wendy,Amegashie,0
Steven,Avoseh,1
Adwoa,Nkrumah,0
Kouadio,Bakari,1
Estelle,Bakari,0
Amenyo,Amevor,0
Vincent,Nayo,1
Charles,Avoseh,1
Téléky,Tetteh,1
Odile,Togbe,0
Méyébinesso,Azamati,1
Karine,Bakari,0
Rachelle,Avoseh,0
Jacques,Atsu,1
Abena,Bangoura,0
Sébastien,Azamati,1
Folly,Alassani,1
Jocelyn,Amouzou,1
Odon,Takyi,1
Koffi-Doe,Soglo,1
Nathalie,Nayo,0
Odile,Amevor,0
Olivier,Togbe,1
Martine,Sokpor,0
Valerie,Anani,0
Jacques,Agbozo,1
Ezechiel,Agbobli,1
Hilaire,Asamoah,1
Lise,Dogbe,0
Brigitte,Akakpo,0
Romain,Nyaku,1
Zacharie,Ofori,1
Adwoa,Ayite,0
Marie,Amekudzi,0
Jacques,Ocloo,1
Kodjo,Soglo,1
Dzidzor,Moussa,0
Fleur,Agbozo,0
Louis,Bangoura,1
Zelda,Ayite,0
Estelle,Morquette,0
Kossiwa,Obodai,0
Brigitte,Abliza,0
Alain,Sokpor,1
Akua,Takyi,0
Irene,Diabre,0
Bassooma,Akakpo,1
Lydia,Agbodeka,0
Akosua,Dogbe,0
Quintine,Obodai,0
Adwoa,Akakpo,0
Kodjo,Agbobli,1
Lydia,Gbedemah,0
Akowé,Gnama,1
Rosalie,Gbikpi,0
Serge,Adzaho,1
Queen,Ahove,0
Ditoma,Amouzou,1
Catherine,Dogbe,0
Zoe,Agbobli,0
Ursula,Ahove,0
Afi,Gbikpi,0
Rachelle,Hounnou,0
Fatoumata,Ayite,0
Therese,Akakpo,0
Ayouba,Bakari,1
Caleb,Akoto,1
Cecilia,Azamati,0
Beatrice,Djondo,0
Etienne,Nayo,1
Akosua,Ayigbe,0
Therese,Attipoe,0
Ursula,Avoseh,0
Elise,Agbodeka,0
Jean,Alassani,1
Louis,Akakpo,1
Yannick,Koffi,1
Tatiana,Nyaku,0
Azhar,Diabre,1
Folly,Akoto,1
Hilaire,Nayo,1
Lydia,Ocloo,0
Beatrice,Bangoura,0
Rachelle,Agbodeka,0
Roxane,Amekudzi,0
Samira,Dzokoto,0
Cecilia,Agbeko,0
Cecile,Anani,0
Gildas,Ayite,1
Odon,Moussa,1
Georges,Avoseh,1
Awura,Koffi,0
Xenia,Hounnou,0
Efua,Dossou,0
Viviane,Agbozo,0
Clement,Adzaho,1
Kouadio,Diawara,1
Denis,Akakpo,1
Louis,Nkrumah,1
Téléky,Takyi,1
Ulysse,Akoto,1
Louis,Nyavor,1
Afi,Amevor,0
Pierrette,Ayite,0
Amouzou,Abliza,1
Isabelle,Alassani,0
Ulysse,Nkrumah,1
Patience,Alassani,0
Beatrice,Akakpo,0
Helene,Diabre,0
Abdel-Aziz,Moussa,1
Sébastien,Amouzou,1
Ursule,Azamati,0
Jacqueline,Attipoe,0
Florence,Diawara,0
Bassooma,Ofori,1
Yawa,Amevor,1
Elise,Obodai,0
Pascal,Agbodeka,1
Mireille,Tetteh,0
Willy,Alassani,1
Kossi,Dogbe,1
Aline,Hounnou,0
Essonani,Amouzou,1
Bernard,Alassani,1
Cecilia,Diawara,0
Akua,Avoseh,0
Akua,Attipoe,0
Amouzou,Djondo,1
Amouzou,Moussa,1
Delphine,Avoseh,0
Katherine,Morquette,0
Ursula,Ayigbe,0
Koffi-Doe,Amegashie,1
Komi,Gnama,1
Nicolas,Amekudzi,1
Nicolette,Alassani,0
Juliette,Akoto,0
Koku,Agbozo,1
Tatiana,Djondo,0
Romain,Amekudzi,1
Steven,Nyaku,1
Simone,Alassani,0
Kouadio,Dogbe,1
Yaa,Adzaho,0
Agbeko,Morquette,1
Komivi,Amekudzi,1
Fiifi,Anani,1
Sophia,Dogbe,0
Afia,Diawara,0
Vera,Alassani,0
LARE,Agbozo,1
Ditoma,Agbeko,1
Tania,Awuku,0
Clement,Anani,1
Delphine,Djondo,0
Kodjo,Diawara,1
Quenotte,Dzokoto,0
LARE,Nyavor,1
Sophie,Bangoura,0
Tania,Agbodeka,0
Téléky,Togbe,1
Kwame,Amekudzi,1
David,Dogbe,1
Yannick,Obodai,1
Agbeko,Djondo,1
Amouzou,Azamati,1
Kwadwo,Diawara,1
Xavier,Hounnou,1
Nadine,Asamoah,0
Jacques,Moussa,1
Laure,Amevor,0
Kwame,Gnama,1
Ines,Takyi,0
Diane,Agbodeka,0
Benoit,Gbikpi,1
Afia,Akoto,0
Aline,Koffi,0
Kodjo,Bakari,1
Ama,Attipoe,0
Fiifi,Obodai,1
Yawa,Diawara,1
Didi,Ofori,1
Sarah,Ahove,0
Xavier,Bakari,1
Téléky,Asamoah,1
Jacqueline,Ahove,0
Marie,Dogbe,0
Catherine,Soglo,0
Simone,Amevor,0
Abena,Morquette,0
Lydia,Nayo,0
Florence,Dzokoto,0
Danielle,Akoto,0
Didi,Diawara,1
Abdel-Aziz,Soglo,1
Sophie,Alassani,0
Kokou,Akoto,1
Amenyo,Bakari,0
Beatrice,Diabre,0
Wendy,Diawara,0
Togbe,Alassani,1
Nathanael,Azamati,1
LARE,Ahove,1
Kodjo,Ayigbe,1
Nicolas,Bangoura,1
Caleb,Ayite,1
Quintina,Agbodeka,0
Genevieve,Hounnou,0
Marcel,Gbedemah,1
Pierrette,Asamoah,0
Awura,Agbozo,0
Hugues,Obodai,1
Ilétou,Amevor,0
Fabrice,Azamati,1
Tania,Amekudzi,0
Serge,Amouzou,1
Koffi-Doe,Alassani,1
Akua,Akoto,0
Dela,Nyaku,1
Fatoumata,Amouzou,0
Xaviera,Dzokoto,0
Sabrina,Amouzou,0
Atsuko,Dogbe,0
Samira,Amekudzi,0
Jean,Djondo,1
Gaston,Tetteh,1
Jocelyn,Soglo,1
Quenotte,Attipoe,0
Raoul,Dzokoto,1
Winnie,Akakpo-Doe,0
Yao,Ayigbe,1
Komi,Ayite,1
Kossi,Dossou,1
Koku,Gbedemah,1
Henri,Nayo,1
Marcel,Djondo,1
Steven,Dzokoto,1
Boevi,Dossou,1
Wanda,Akoto,0
Fleur,Dzokoto,0
Jeanne,Morquette,0
Wenceslas,Agbodeka,1
Azhar,Agbozo,1
Pascale,Alassani,0
Esso,Bangoura,1
Yasmine,Akakpo-Doe,0
Romain,Dzokoto,1
Hortense,Alassani,0
Thibault,Atsu,1
Martine,Adzaho,0
Diane,Hounnou,0
Samira,Ocloo,0
Thierry,Akoto,1
Akossiwa,Amouzou,0
Raymond,Alassani,1
Raoul,Asamoah,1
Gbenga,Diawara,1
Kofi,Mensah,1
Katia,Mensah,0
Luc,Diabre,1
Adjoua,Adzaho,1
Quintina,Bangoura,0
Luc,Tetteh,1
Katherine,Akakpo,0
Tania,Akakpo,0
Pierrette,Sokpor,0
Adeline,Bakari,0
Ursula,Bakari,0
Wendy,Agbodeka,0
Kokouga,Attipoe,1
Koku,Ocloo,1
François,Asamoah,1
Dzidzor,Akakpo-Doe,0
Sabrina,Ayite,0
Vera,Sokpor,0
Quintina,Asamoah,0
Queen,Agbodeka,0
Wenceslas,Bangoura,1
Giselle,Agbodeka,0
Kodjovi,Anani,1
Xaviera,Ocloo,0
Kwesi,Amevor,1
Adeline,Akoto,0
Dzidzor,Avoseh,0
Bernard,Agbobli,1
Aline,Agbodeka,0
Gaston,Akoto,1
Sabrina,Atsu,0
Willy,Nyaku,1
Azhar,Dogbe,1
Delphine,Takyi,0
Kossi,Avoseh,1
Isabelle,Bangoura,0
Thierry,Azamati,1
Benoit,Tetteh,1
Isabelle,Anani,0
Akowé,Agbozo,1
Odette,Dogbe,0
Quintine,Akakpo-Doe,0
Akossiwa,Ahove,0
Quentin,Akakpo,1
Akakpo,Ayigbe,1
Paulin,Nyaku,1
Yasmine,Bangoura,0
Gaston,Obodai,1
Komi,Amekudzi,1
Kwadwo,Nyavor,1
Eloise,Amevor,0
Georges,Agbobli,1
Alain,Tetteh,1
Alain,Hounnou,1
Thierry,Nayo,1
Abdel-Aziz,Dzokoto,1
Valerie,Amevor,0
Emmanuel,Amevor,1
Katherine,Avoseh,0
Nathalie,Diawara,0
Agbeko,Akakpo,1
Julien,Diawara,1
Isabelle,Asamoah,0
Valerie,Agbobli,0
Yawa,Dossou,1
Adeline,Attipoe,0
Quentin,Anani,1
Abiré,Asamoah,0
Joelle,Bakari,0
Fiifi,Avoseh,1
Winnie,Soglo,0
Olivier,Agbozo,1
Mireille,Adzaho,0
Steven,Moussa,1
Estelle,Avoseh,0
Anani,Abliza,1
Tania,Moussa,0
Hortense,Diawara,0
Marcel,Abliza,1
Blandine,Asamoah,0
Hubert,Akoto,1
Eloise,Asamoah,0
Nadine,Amegashie,0
Komla,Atsu,1
Marcel,Amevor,1
Karine,Mensah,0
Adeline,Ocloo,0
Pierrette,Agbodeka,0
Amouzou,Amekudzi,1
Diane,Agbeko,0
Luc,Bakari,1
Odette,Gbedemah,0
Mazamesso,Ocloo,1
Juliette,Ayigbe,0
Estelle,Koffi,0
Koku,Nkrumah,1
Raymond,Koffi,1
Kwadwo,Azamati,1
Efia,Dzokoto,0
Rebecca,Amegashie,0
Estelle,Obodai,0
Laure,Hounnou,0
Gifty,Alassani,0
Olympe,Togbe,0
Hilaire,Sokpor,1
Serge,Diawara,1
Essonani,Agbobli,1
Essonani,Tetteh,1
Fatoumata,Amegashie,0
Jean,Nyaku,1
Romain,Obodai,1
Komi,Gbikpi,1
Hugues,Alassani,1
Mawusi,Amouzou,0
Cecilia,Gbedemah,0
Bernard,Koffi,1
Akosua,Akakpo,0
Edem,Dossou,1
Julien,Akakpo-Doe,1
Didi,Attipoe,1
Yves,Amegashie,1
Ophelie,Agbodeka,0
Anani,Avoseh,1
Abena,Avoseh,0
Violette,Foli,0
Kouadio,Ayite,1
Odette,Amekudzi,0
Yaa,Gbikpi,0
Luc,Bangoura,1
Simone,Agbozo,0
Efua,Diawara,0
Ursula,Ofori,0
Yannick,Avoseh,1
Julien,Togbe,1
Nathalie,Gnama,0
Sabrina,Gbedemah,0
Vincent,Akoto,1
Nathalie,Amekudzi,0
Aurelie,Nyaku,0
Afia,Bakari,0
Laurent,Diabre,1
Kodjo,Amouzou,1
Paulin,Adzaho,1
Valerie,Takyi,0
Ulysse,Gnama,1
Rosalie,Bangoura,0
Louis,Ahove,1
Nicolette,Ofori,0
Ditoma,Akoto,1
Ekoue,Diawara,1
Valerie,Amegashie,0
Yvette,Gbikpi,0
Mawusi,Azamati,0
Mazamesso,Awuku,1
Clement,Diawara,1
Raoul,Akakpo-Doe,1
Boevi,Awuku,1
Quenotte,Takyi,0
Lydia,Anani,0
Efia,Avoseh,0
Fatoumata,Avoseh,0
Komla,Ayite,1
Caleb,Abliza,1
Louis,Alassani,1
Bèni,Anani,1
Innocent,Agbozo,1
Georges,Anani,1
Patience,Diabre,0
Nadine,Tetteh,0
Genevieve,Diabre,0
Nathanael,Dossou,1
Médar,Amouzou,1
Jocelyn,Akakpo,1
Nicolette,Nyaku,0
Adwoa,Amekudzi,0
Ezechiel,Koffi,1
Akossiwa,Agbobli,0
Wendy,Adzaho,0
Hugues,Bakari,1
Denis,Avoseh,1
Viviane,Azamati,0
Zacharie,Agbodeka,1
Komi,Amevor,1
Luc,Morquette,1
Etienne,Asamoah,1
Juliette,Adzaho,0
IDRISSOU,Adzaho,1
Akosua,Dossou,0
Fatoumata,Akakpo-Doe,0
Jacqueline,Bakari,0
Alain,Ayigbe,1
Katia,Abliza,0
Afia,Azamati,0
Kokouga,Mensah,1
Adeline,Foli,0
Kokou,Abliza,1
Kafui,Akakpo-Doe,0
Wendy,Bakari,0
Marcel,Anani,1
Adeline,Nyavor,0
Bernard,Dossou,1
Ulysse,Ofori,1
Martine,Bakari,0
Gifty,Mensah,0
Nathalie,Agbozo,0
Hilaire,Akoto,1
Mensah,Bangoura,1
Didi,Foli,1
Elise,Akakpo,0
Lise,Ofori,0
Irene,Soglo,0
Michel,Anani,1
Nadine,Adzaho,0
Tina,Akoto,0
David,Amouzou,1
Kodjovi,Dzokoto,1
Danielle,Awuku,0
Kossi,Nayo,1
Steven,Diabre,1
Luc,Dogbe,1
Jean,Dzokoto,1
Etienne,Bangoura,1
Anani,Diabre,1
Gildas,Djondo,1
Nathanael,Avoseh,1
Akosua,Nyavor,0
Henri,Asamoah,1
Lise,Amegashie,0
Helene,Amegashie,0
Vera,Bakari,0
Akua,Dzokoto,0
Koffi,Nayo,1
Quenotte,Agbeko,0
Nathanael,Akakpo,1
Odette,Adzaho,0
Mireille,Diabre,0
Olivier,Dzokoto,1
Xavier,Amevor,1
Agbeko,Awuku,1
Charles,Ayite,1
Bèni,Ofori,1
Aline,Dzokoto,0
Téléky,Atsu,1
Olivier,Asamoah,1
Essonani,Djondo,1
Luc,Amegashie,1
Mansan,Attipoe,0
Olivier,Sokpor,1
Kofi,Nkrumah,1
Gifty,Takyi,0
David,Mensah,1
Vincent,Akakpo,1
Raymond,Hounnou,1
Luc,Togbe,1
Nadine,Amevor,0
Sophie,Akakpo,0
Karine,Abliza,0
Togbe,Avoseh,1
Odon,Morquette,1
Mazamesso,Dzokoto,1
Sabrina,Foli,0
Denis,Nyaku,1
Eloise,Atsu,0
Paulin,Gbedemah,1
Sophie,Amevor,0
Adjoa,Agbodeka,0
Vincent,Amouzou,1
Kodjovi,Atsu,1
Komivi,Hounnou,1
Wendy,Dossou,0
Giselle,Koffi,0
Rosalie,Djondo,0
Violette,Agbeko,0
Yvette,Dzokoto,0
LARE,Alassani,1
Hugues,Amevor,1
Amenyo,Anani,0
Atsuko,Nyavor,0
Alain,Diabre,1
Queen,Nyaku,0
Karine,Asamoah,0
Fiifi,Attipoe,1
Yvette,Ofori,0
Anani,Djondo,1
Amenyo,Avoseh,0
Kokou,Amekudzi,1
Mazamesso,Ayite,1
Helena,Adzaho,0
Ursule,Anani,0
Xavier,Koffi,1
Ulysse,Agbozo,1
Raymond,Amekudzi,1
Zinsou,Agbeko,1
Tina,Attipoe,0
Raymond,Ofori,1
Martine,Awuku,0
Hubert,Amekudzi,1
Kwesi,Amouzou,1
Serge,Soglo,1
Caleb,Amouzou,1
Afi,Tetteh,0
Vera,Gbikpi,0
Nicolas,Akakpo,1
Mireille,Ocloo,0
Yvette,Mensah,0
Pierrette,Nayo,0
Benoit,Dossou,1
Dela,Ahove,1
Kossi,Atsu,1
Bèni,Tetteh,1
Tatiana,Togbe,0
Atsuko,Abliza,0
Remi,Ayite,1
Quenotte,Amekudzi,0
Amenyo,Ahove,0
Quintina,Ayigbe,0
Atsuko,Morquette,0
Kwaku,Akoto,1
Paulin,Awuku,1
Azhar,Diawara,1
Wendie,Abliza,0
Kokou,Ahove,1
Hilaire,Gbedemah,1
Samira,Attipoe,0
Sabrina,Diawara,0
Cecilia,Ahove,0
Sylvain,Dossou,1
Tatiana,Agbodeka,0
Rosalie,Ahove,0
Gbenga,Soglo,1
Abena,Akoto,0
Fabrice,Diabre,1
Gbenga,Agbeko,1
Laurent,Akoto,1
Odette,Agbodeka,0
Ursule,Awuku,0
Gaston,Nyavor,1
Yawa,Nyavor,1
Winnie,Attipoe,0
Jeanne,Ahove,0
Quenotte,Diabre,0
Yawa,Atsu,1
LARE,Asamoah,1
Ursula,Togbe,0
Patience,Koffi,0
Clement,Dossou,1
Kouadio,Hounnou,1
Kossi,Amevor,1
Elise,Bakari,0
Boevi,Diawara,1
Yaa,Amouzou,0
Sabrina,Agbozo,0
Nicolas,Nkrumah,1
Quintina,Atsu,0
Brigitte,Amegashie,0
Agbeko,Ayigbe,1
Sébastien,Dogbe,1
Valerie,Attipoe,0
Olivier,Takyi,1
Katherine,Ofori,0
Kwaku,Amekudzi,1
Bèni,Amevor,1
Perrine,Diabre,0
Thibault,Adzaho,1
Noah,Agbodeka,1
David,Akakpo,1
Kwame,Avoseh,1
Etienne,Agbobli,1
Cecilia,Awuku,0
Odile,Ahove,0
